HST: Hawaii Standard Time (UTC -10:00),Water Temperature (degC),Salinity (PSU)
2020-07-28 16:00:00,27.21,25.75
2020-07-28 16:15:00,27.22,25.72
2020-07-28 16:30:00,27.23,25.52
2020-07-28 16:45:00,27.21,25.53
2020-07-28 17:00:00,27.16,25.41
2020-07-28 17:15:00,27.04,25.33
2020-07-28 17:30:00,27.06,25.43
2020-07-28 17:45:00,27.03,26.02
2020-07-28 18:00:00,26.92,25.02
2020-07-28 18:15:00,26.98,25.22
2020-07-28 18:30:00,26.72,24.02
2020-07-28 18:45:00,26.75,24.19
2020-07-28 19:00:00,26.83,24.78
2020-07-28 19:15:00,26.66,24.24
2020-07-28 19:30:00,26.55,23.67
2020-07-28 19:45:00,26.41,23.18
2020-07-28 20:00:00,26.41,22.79
2020-07-28 20:15:00,26.38,22.72
2020-07-28 20:30:00,26.57,24.09
2020-07-28 20:45:00,26.52,23.55
2020-07-28 21:00:00,26.51,23.67
2020-07-28 21:15:00,26.57,24.34
2020-07-28 21:30:00,26.57,24.18
2020-07-28 21:45:00,26.63,25.32
2020-07-28 22:00:00,26.55,24.53
2020-07-28 22:15:00,26.75,26.48
2020-07-28 22:30:00,26.77,27.13
2020-07-28 22:45:00,26.70,26.85
2020-07-28 23:00:00,26.67,27.10
2020-07-28 23:15:00,26.75,28.19
2020-07-28 23:30:00,26.73,28.05
2020-07-28 23:45:00,26.72,27.95
2020-07-29 00:00:00,26.80,28.51
2020-07-29 00:15:00,26.74,28.16
2020-07-29 00:30:00,26.78,28.65
2020-07-29 00:45:00,26.80,28.73
2020-07-29 01:00:00,26.80,28.79
2020-07-29 01:15:00,26.77,28.75
2020-07-29 01:30:00,26.80,29.00
2020-07-29 01:45:00,26.79,28.91
2020-07-29 02:00:00,26.65,28.73
2020-07-29 02:15:00,26.56,28.36
2020-07-29 02:30:00,26.51,28.25
2020-07-29 02:45:00,26.04,27.38
2020-07-29 03:00:00,26.16,27.54
2020-07-29 03:15:00,26.50,27.99
2020-07-29 03:30:00,26.30,27.47
2020-07-29 03:45:00,26.41,27.64
2020-07-29 04:00:00,26.80,28.30
2020-07-29 04:15:00,26.75,27.48
2020-07-29 04:30:00,26.68,26.90
2020-07-29 04:45:00,26.77,27.48
2020-07-29 05:00:00,26.23,25.70
2020-07-29 05:15:00,26.32,26.29
2020-07-29 05:30:00,26.56,27.24
2020-07-29 05:45:00,26.63,27.26
2020-07-29 06:00:00,26.54,27.14
2020-07-29 06:15:00,26.39,26.77
2020-07-29 06:30:00,26.55,27.00
2020-07-29 06:45:00,26.58,26.91
2020-07-29 07:00:00,26.35,26.07
2020-07-29 07:15:00,26.18,25.86
2020-07-29 07:30:00,26.60,27.48
2020-07-29 07:45:00,26.50,26.75
2020-07-29 08:00:00,26.58,27.50
2020-07-29 08:15:00,26.46,27.15
2020-07-29 08:30:00,26.15,26.52
2020-07-29 08:45:00,26.02,26.15
2020-07-29 09:00:00,25.80,25.63
2020-07-29 09:15:00,25.72,25.23
2020-07-29 09:30:00,25.62,24.55
2020-07-29 09:45:00,25.80,25.72
2020-07-29 10:00:00,25.65,24.52
2020-07-29 10:15:00,25.80,25.16
2020-07-29 10:30:00,25.79,25.16
2020-07-29 10:45:00,25.96,25.72
2020-07-29 11:00:00,25.86,25.01
2020-07-29 11:15:00,25.80,24.04
2020-07-29 11:30:00,25.84,23.93
2020-07-29 11:45:00,26.00,23.85
2020-07-29 12:00:00,26.03,24.03
2020-07-29 12:15:00,26.14,24.00
2020-07-29 12:30:00,26.22,24.42
2020-07-29 12:45:00,26.33,24.03
2020-07-29 13:00:00,26.50,23.57
2020-07-29 13:15:00,26.61,24.09
2020-07-29 13:30:00,26.63,23.94
2020-07-29 13:45:00,26.70,24.59
2020-07-29 14:00:00,26.95,25.88
2020-07-29 14:15:00,26.91,24.78
2020-07-29 14:30:00,27.02,25.64
2020-07-29 14:45:00,26.94,24.11
2020-07-29 15:00:00,26.84,23.12
2020-07-29 15:15:00,26.85,23.12
2020-07-29 15:30:00,26.88,23.17
2020-07-29 15:45:00,26.93,23.24
2020-07-29 16:00:00,27.00,23.36
2020-07-29 16:15:00,27.02,23.30
2020-07-29 16:30:00,27.03,23.34
2020-07-29 16:45:00,27.03,23.39
2020-07-29 17:00:00,27.06,23.46
2020-07-29 17:15:00,27.09,23.52
2020-07-29 17:30:00,27.09,23.65
2020-07-29 17:45:00,27.13,23.80
2020-07-29 18:00:00,27.07,23.61
2020-07-29 18:15:00,27.04,23.52
2020-07-29 18:30:00,27.05,23.51
2020-07-29 18:45:00,27.02,23.49
2020-07-29 19:00:00,27.01,23.52
2020-07-29 19:15:00,27.04,23.45
2020-07-29 19:30:00,27.06,23.51
2020-07-29 19:45:00,26.82,22.30
2020-07-29 20:00:00,26.64,21.70
2020-07-29 20:15:00,26.73,22.21
2020-07-29 20:30:00,26.77,22.84
2020-07-29 20:45:00,26.70,21.62
2020-07-29 21:00:00,26.83,22.45
2020-07-29 21:15:00,26.82,22.54
2020-07-29 21:30:00,26.78,22.41
2020-07-29 21:45:00,26.79,22.78
2020-07-29 22:00:00,26.93,24.33
2020-07-29 22:15:00,27.16,26.58
2020-07-29 22:30:00,27.26,27.45
2020-07-29 22:45:00,27.24,27.34
2020-07-29 23:00:00,27.20,27.42
2020-07-29 23:15:00,27.15,26.74
2020-07-29 23:30:00,27.09,26.33
2020-07-29 23:45:00,27.04,27.62
2020-07-30 00:00:00,27.03,26.69
2020-07-30 00:15:00,26.97,27.53
2020-07-30 00:30:00,26.92,27.74
2020-07-30 00:45:00,26.90,28.08
2020-07-30 01:00:00,26.91,27.95
2020-07-30 01:15:00,26.96,27.79
2020-07-30 01:30:00,26.91,28.05
2020-07-30 01:45:00,26.99,27.78
2020-07-30 02:00:00,26.99,27.84
2020-07-30 02:15:00,27.12,27.23
2020-07-30 02:30:00,27.11,27.81
2020-07-30 02:45:00,27.15,27.39
2020-07-30 03:00:00,27.06,27.30
2020-07-30 03:15:00,26.78,27.35
2020-07-30 03:30:00,26.65,27.09
2020-07-30 03:45:00,26.68,26.97
2020-07-30 04:00:00,26.86,27.57
2020-07-30 04:15:00,26.78,26.98
2020-07-30 04:30:00,26.67,26.04
2020-07-30 04:45:00,26.80,26.28
2020-07-30 05:00:00,26.89,26.98
2020-07-30 05:15:00,26.94,26.78
2020-07-30 05:30:00,26.93,26.60
2020-07-30 05:45:00,27.01,27.12
2020-07-30 06:00:00,27.05,27.35
2020-07-30 06:15:00,26.87,26.30
2020-07-30 06:30:00,26.99,27.35
2020-07-30 06:45:00,27.00,27.41
2020-07-30 07:00:00,27.08,27.71
2020-07-30 07:15:00,26.83,26.70
2020-07-30 07:30:00,26.92,27.11
2020-07-30 07:45:00,26.65,26.15
2020-07-30 08:00:00,26.83,26.47
2020-07-30 08:15:00,26.44,25.56
2020-07-30 08:30:00,26.92,27.45
2020-07-30 08:45:00,26.65,26.36
2020-07-30 09:00:00,26.72,26.19
2020-07-30 09:15:00,26.98,26.91
2020-07-30 09:30:00,27.15,27.41
2020-07-30 09:45:00,27.20,27.42
2020-07-30 10:00:00,27.09,27.18
2020-07-30 10:15:00,26.76,26.13
2020-07-30 10:30:00,27.18,27.28
2020-07-30 10:45:00,27.01,26.42
2020-07-30 11:00:00,27.08,26.61
2020-07-30 11:15:00,26.97,26.94
2020-07-30 11:30:00,26.62,25.11
2020-07-30 11:45:00,26.43,23.57
2020-07-30 12:00:00,26.47,23.65
2020-07-30 12:15:00,26.55,24.64
2020-07-30 12:30:00,26.54,24.18
2020-07-30 12:45:00,26.56,23.50
2020-07-30 13:00:00,26.67,22.82
2020-07-30 13:15:00,26.77,22.53
2020-07-30 13:30:00,26.81,23.44
2020-07-30 13:45:00,26.90,23.04
2020-07-30 14:00:00,26.93,25.64
2020-07-30 14:15:00,26.96,25.47
2020-07-30 14:30:00,27.16,23.87
2020-07-30 14:45:00,27.40,24.23
2020-07-30 15:00:00,27.39,24.49
2020-07-30 15:15:00,27.46,24.81
2020-07-30 15:30:00,27.59,23.32
2020-07-30 15:45:00,27.62,23.38
2020-07-30 16:00:00,27.58,23.59
2020-07-30 16:15:00,27.59,23.39
2020-07-30 16:30:00,27.64,23.37
2020-07-30 16:45:00,27.65,23.25
2020-07-30 17:00:00,27.61,23.46
2020-07-30 17:15:00,27.63,23.46
2020-07-30 17:30:00,27.61,23.59
2020-07-30 17:45:00,27.69,23.36
2020-07-30 18:00:00,27.64,23.97
2020-07-30 18:15:00,27.64,24.61
2020-07-30 18:30:00,27.60,25.39
2020-07-30 18:45:00,27.62,24.80
2020-07-30 19:00:00,27.57,25.47
2020-07-30 19:15:00,27.58,24.89
2020-07-30 19:30:00,27.48,26.25
2020-07-30 19:45:00,27.48,25.63
2020-07-30 20:00:00,27.47,26.45
2020-07-30 20:15:00,27.44,26.86
2020-07-30 20:30:00,27.48,25.99
2020-07-30 20:45:00,27.42,28.35
2020-07-30 21:00:00,27.41,28.70
2020-07-30 21:15:00,27.39,27.56
2020-07-30 21:30:00,27.40,26.99
2020-07-30 21:45:00,27.40,27.85
2020-07-30 22:00:00,27.42,28.31
2020-07-30 22:15:00,27.41,28.37
2020-07-30 22:30:00,27.41,28.31
2020-07-30 22:45:00,27.43,28.77
2020-07-30 23:00:00,27.41,28.46
2020-07-30 23:15:00,27.44,27.53
2020-07-30 23:30:00,27.38,28.06
2020-07-30 23:45:00,27.39,27.90
2020-07-31 00:00:00,27.42,27.50
2020-07-31 00:15:00,27.44,27.55
2020-07-31 00:30:00,27.47,27.75
2020-07-31 00:45:00,27.47,27.88
2020-07-31 01:00:00,27.34,27.12
2020-07-31 01:15:00,27.35,27.28
2020-07-31 01:30:00,26.99,26.63
2020-07-31 01:45:00,26.98,27.09
2020-07-31 02:00:00,27.00,26.93
2020-07-31 02:15:00,27.09,26.94
2020-07-31 02:30:00,27.20,27.39
2020-07-31 02:45:00,27.64,28.68
2020-07-31 03:00:00,27.11,27.45
2020-07-31 03:15:00,26.96,27.33
2020-07-31 03:30:00,26.84,27.08
2020-07-31 03:45:00,26.48,26.66
2020-07-31 04:00:00,26.77,27.77
2020-07-31 04:15:00,26.14,26.24
2020-07-31 04:30:00,26.32,26.34
2020-07-31 04:45:00,26.18,26.29
2020-07-31 05:00:00,25.49,25.14
2020-07-31 05:15:00,26.66,27.68
2020-07-31 05:30:00,27.19,28.77
2020-07-31 05:45:00,27.06,28.21
2020-07-31 06:00:00,26.73,27.46
2020-07-31 06:15:00,26.44,26.42
2020-07-31 06:30:00,26.42,26.14
2020-07-31 06:45:00,26.66,26.55
2020-07-31 07:00:00,26.87,26.62
2020-07-31 07:15:00,26.73,26.27
2020-07-31 07:30:00,26.77,26.16
2020-07-31 07:45:00,27.13,27.67
2020-07-31 08:00:00,26.68,26.05
2020-07-31 08:15:00,26.84,26.56
2020-07-31 08:30:00,26.69,26.30
2020-07-31 08:45:00,26.66,26.00
2020-07-31 09:00:00,27.07,27.58
2020-07-31 09:15:00,26.93,26.68
2020-07-31 09:30:00,27.27,28.60
2020-07-31 09:45:00,26.97,27.09
2020-07-31 10:00:00,27.19,27.98
2020-07-31 10:15:00,27.10,27.60
2020-07-31 10:30:00,26.71,25.75
2020-07-31 10:45:00,26.85,26.32
2020-07-31 11:00:00,26.85,25.85
2020-07-31 11:15:00,26.95,26.38
2020-07-31 11:30:00,26.97,26.27
2020-07-31 11:45:00,26.68,25.03
2020-07-31 12:00:00,26.69,25.07
2020-07-31 12:15:00,26.59,24.06
2020-07-31 12:30:00,26.59,23.94
2020-07-31 12:45:00,26.63,23.87
2020-07-31 13:00:00,26.67,23.77
2020-07-31 13:15:00,26.68,23.77
2020-07-31 13:30:00,26.69,23.77
2020-07-31 13:45:00,26.69,23.73
2020-07-31 14:00:00,26.74,23.82
2020-07-31 14:15:00,26.77,23.81
2020-07-31 14:30:00,26.80,23.79
2020-07-31 14:45:00,26.83,23.78
2020-07-31 15:00:00,26.85,23.80
2020-07-31 15:15:00,26.87,23.89
2020-07-31 15:30:00,26.89,23.89
2020-07-31 15:45:00,26.91,23.98
2020-07-31 16:00:00,26.94,24.09
2020-07-31 16:15:00,26.91,23.68
2020-07-31 16:30:00,26.88,22.87
2020-07-31 16:45:00,26.89,23.40
2020-07-31 17:00:00,26.88,23.62
2020-07-31 17:15:00,26.88,23.88
2020-07-31 17:30:00,26.83,23.45
2020-07-31 17:45:00,26.81,23.60
2020-07-31 18:00:00,26.67,22.61
2020-07-31 18:15:00,26.77,23.07
2020-07-31 18:30:00,26.76,23.13
2020-07-31 18:45:00,26.71,23.33
2020-07-31 19:00:00,26.72,23.45
2020-07-31 19:15:00,26.95,25.26
2020-07-31 19:30:00,26.91,25.95
2020-07-31 19:45:00,26.88,24.75
2020-07-31 20:00:00,26.99,27.00
2020-07-31 20:15:00,26.98,27.68
2020-07-31 20:30:00,26.85,26.98
2020-07-31 20:45:00,27.03,27.93
2020-07-31 21:00:00,26.72,25.69
2020-07-31 21:15:00,27.06,28.47
2020-07-31 21:30:00,27.07,28.93
2020-07-31 21:45:00,27.08,29.22
2020-07-31 22:00:00,27.09,29.30
2020-07-31 22:15:00,27.06,29.58
2020-07-31 22:30:00,27.07,29.66
2020-07-31 22:45:00,27.06,29.67
2020-07-31 23:00:00,27.11,29.71
2020-07-31 23:15:00,27.09,29.69
2020-07-31 23:30:00,27.09,29.68
2020-07-31 23:45:00,27.07,29.68
2020-08-01 00:00:00,27.08,29.72
2020-08-01 00:15:00,27.03,29.56
2020-08-01 00:30:00,26.79,28.71
2020-08-01 00:45:00,26.52,28.24
2020-08-01 01:00:00,26.45,27.83
2020-08-01 01:15:00,26.75,28.78
2020-08-01 01:30:00,26.56,28.59
2020-08-01 01:45:00,26.31,27.06
2020-08-01 02:00:00,26.44,27.59
2020-08-01 02:15:00,26.47,26.43
2020-08-01 02:30:00,26.41,25.35
2020-08-01 02:45:00,26.65,27.15
2020-08-01 03:00:00,26.90,28.25
2020-08-01 03:15:00,26.91,29.18
2020-08-01 03:30:00,26.84,28.10
2020-08-01 03:45:00,26.83,27.92
2020-08-01 04:00:00,26.81,27.59
2020-08-01 04:15:00,26.89,28.23
2020-08-01 04:30:00,27.02,28.71
2020-08-01 04:45:00,27.02,28.71
2020-08-01 05:00:00,27.06,28.82
2020-08-01 05:15:00,26.97,28.86
2020-08-01 05:30:00,27.01,29.28
2020-08-01 05:45:00,27.08,29.24
2020-08-01 06:00:00,27.03,29.34
2020-08-01 06:15:00,26.88,28.77
2020-08-01 06:30:00,27.01,28.92
2020-08-01 06:45:00,27.03,29.24
2020-08-01 07:00:00,26.54,28.01
2020-08-01 07:15:00,26.40,27.61
2020-08-01 07:30:00,26.30,27.57
2020-08-01 07:45:00,26.32,27.66
2020-08-01 08:00:00,26.30,27.65
2020-08-01 08:15:00,26.27,27.53
2020-08-01 08:30:00,26.25,27.26
2020-08-01 08:45:00,26.77,28.75
2020-08-01 09:00:00,26.82,29.00
2020-08-01 09:15:00,27.01,29.43
2020-08-01 09:30:00,26.93,29.68
2020-08-01 09:45:00,26.84,29.21
2020-08-01 10:00:00,26.83,29.05
2020-08-01 10:15:00,26.89,28.89
2020-08-01 10:30:00,27.02,29.38
2020-08-01 10:45:00,27.24,29.77
2020-08-01 11:00:00,27.26,29.62
2020-08-01 11:15:00,26.95,28.41
2020-08-01 11:30:00,26.92,28.30
2020-08-01 11:45:00,27.08,28.64
2020-08-01 12:00:00,26.99,27.68
2020-08-01 12:15:00,27.10,28.12
2020-08-01 12:30:00,27.19,28.47
2020-08-01 12:45:00,26.95,26.39
2020-08-01 13:00:00,26.85,25.69
2020-08-01 13:15:00,26.98,26.17
2020-08-01 13:30:00,27.07,25.60
2020-08-01 13:45:00,27.02,25.05
2020-08-01 14:00:00,27.01,24.96
2020-08-01 14:15:00,27.07,24.88
2020-08-01 14:30:00,27.10,24.98
2020-08-01 14:45:00,27.12,25.02
2020-08-01 15:00:00,27.18,25.35
2020-08-01 15:15:00,27.18,25.09
2020-08-01 15:30:00,27.22,25.29
2020-08-01 15:45:00,27.21,24.84
2020-08-01 16:00:00,27.28,25.08
2020-08-01 16:15:00,27.27,24.96
2020-08-01 16:30:00,27.41,25.24
2020-08-01 16:45:00,27.31,24.77
2020-08-01 17:00:00,27.35,25.05
2020-08-01 17:15:00,27.29,24.82
2020-08-01 17:30:00,27.29,24.93
2020-08-01 17:45:00,27.17,24.72
2020-08-01 18:00:00,27.19,24.89
2020-08-01 18:15:00,27.18,24.81
2020-08-01 18:30:00,27.18,25.12
2020-08-01 18:45:00,27.07,24.91
2020-08-01 19:00:00,27.04,24.88
2020-08-01 19:15:00,27.02,24.84
2020-08-01 19:30:00,27.15,25.24
2020-08-01 19:45:00,27.13,25.06
2020-08-01 20:00:00,26.94,24.89
2020-08-01 20:15:00,27.07,25.05
2020-08-01 20:30:00,27.12,25.22
2020-08-01 20:45:00,27.14,25.47
2020-08-01 21:00:00,27.19,25.55
2020-08-01 21:15:00,27.21,25.97
2020-08-01 21:30:00,27.18,25.74
2020-08-01 21:45:00,27.24,26.18
2020-08-01 22:00:00,27.18,26.00
2020-08-01 22:15:00,27.45,28.15
2020-08-01 22:30:00,27.54,28.46
2020-08-01 22:45:00,27.65,29.26
2020-08-01 23:00:00,27.57,28.67
2020-08-01 23:15:00,27.72,29.50
2020-08-01 23:30:00,27.68,29.31
2020-08-01 23:45:00,27.68,29.34
2020-08-02 00:00:00,27.58,28.83
2020-08-02 00:15:00,27.73,29.56
2020-08-02 00:30:00,27.75,29.62
2020-08-02 00:45:00,27.74,29.58
2020-08-02 01:00:00,27.76,29.58
2020-08-02 01:15:00,27.75,29.55
2020-08-02 01:30:00,27.69,29.58
2020-08-02 01:45:00,27.55,29.39
2020-08-02 02:00:00,27.22,25.74
2020-08-02 02:15:00,27.50,29.36
2020-08-02 02:30:00,26.97,27.49
2020-08-02 02:45:00,27.23,28.49
2020-08-02 03:00:00,27.17,28.31
2020-08-02 03:15:00,27.11,27.83
2020-08-02 03:30:00,27.05,27.59
2020-08-02 03:45:00,26.92,26.58
2020-08-02 04:00:00,26.91,26.65
2020-08-02 04:15:00,26.78,26.11
2020-08-02 04:30:00,26.71,25.84
2020-08-02 04:45:00,26.75,26.35
2020-08-02 05:00:00,26.86,27.08
2020-08-02 05:15:00,27.14,28.08
2020-08-02 05:30:00,27.05,27.97
2020-08-02 05:45:00,26.90,27.36
2020-08-02 06:00:00,27.12,28.46
2020-08-02 06:15:00,27.02,28.10
2020-08-02 06:30:00,27.05,28.11
2020-08-02 06:45:00,26.82,27.64
2020-08-02 07:00:00,27.00,28.24
2020-08-02 07:15:00,26.99,28.21
2020-08-02 07:30:00,26.93,28.34
2020-08-02 07:45:00,27.08,28.51
2020-08-02 08:00:00,27.05,28.60
2020-08-02 08:15:00,26.88,28.26
2020-08-02 08:30:00,27.17,29.16
2020-08-02 08:45:00,27.13,28.89
2020-08-02 09:00:00,27.09,28.50
2020-08-02 09:15:00,27.25,29.17
2020-08-02 09:30:00,27.27,29.38
2020-08-02 09:45:00,27.37,29.84
2020-08-02 10:00:00,27.30,29.26
2020-08-02 10:15:00,27.41,29.74
2020-08-02 10:30:00,27.58,30.25
2020-08-02 10:45:00,27.61,30.29
2020-08-02 11:00:00,27.59,30.34
2020-08-02 11:15:00,27.60,29.93
2020-08-02 11:30:00,27.63,28.69
2020-08-02 11:45:00,27.67,29.30
2020-08-02 12:00:00,27.72,28.84
2020-08-02 12:15:00,27.70,29.05
2020-08-02 12:30:00,27.57,28.77
2020-08-02 12:45:00,27.07,27.37
2020-08-02 13:00:00,27.08,27.52
2020-08-02 13:15:00,26.95,27.03
2020-08-02 13:30:00,27.22,26.83
2020-08-02 13:45:00,27.41,26.65
2020-08-02 14:00:00,27.44,26.45
2020-08-02 14:15:00,27.55,26.88
2020-08-02 14:30:00,27.57,26.98
2020-08-02 14:45:00,27.77,27.67
2020-08-02 15:00:00,27.72,27.44
2020-08-02 15:15:00,27.77,27.50
2020-08-02 15:30:00,27.80,27.55
2020-08-02 15:45:00,27.66,27.51
2020-08-02 16:00:00,27.72,27.62
2020-08-02 16:15:00,27.77,27.69
2020-08-02 16:30:00,27.79,27.59
2020-08-02 16:45:00,27.82,27.53
2020-08-02 17:00:00,27.82,27.52
2020-08-02 17:15:00,27.82,27.58
2020-08-02 17:30:00,27.81,27.64
2020-08-02 17:45:00,27.82,27.41
2020-08-02 18:00:00,27.80,27.40
2020-08-02 18:15:00,27.72,27.33
2020-08-02 18:30:00,27.65,27.34
2020-08-02 18:45:00,27.56,27.42
2020-08-02 19:00:00,27.67,28.08
2020-08-02 19:15:00,27.52,27.68
2020-08-02 19:30:00,27.56,28.03
2020-08-02 19:45:00,27.50,27.99
2020-08-02 20:00:00,27.36,27.66
2020-08-02 20:15:00,27.30,27.36
2020-08-02 20:30:00,27.38,27.60
2020-08-02 20:45:00,27.25,26.89
2020-08-02 21:00:00,27.21,26.89
2020-08-02 21:15:00,27.00,26.53
2020-08-02 21:30:00,26.97,26.71
2020-08-02 21:45:00,27.22,27.52
2020-08-02 22:00:00,26.80,26.89
2020-08-02 22:15:00,26.79,27.25
2020-08-02 22:30:00,26.81,27.37
2020-08-02 22:45:00,27.10,28.32
2020-08-02 23:00:00,26.84,27.67
2020-08-02 23:15:00,27.38,29.28
2020-08-02 23:30:00,27.07,28.79
2020-08-02 23:45:00,26.98,28.52
2020-08-03 00:00:00,26.90,28.36
2020-08-03 00:15:00,26.87,28.49
2020-08-03 00:30:00,26.92,28.80
2020-08-03 00:45:00,26.93,28.87
2020-08-03 01:00:00,26.67,28.72
2020-08-03 01:15:00,26.50,28.31
2020-08-03 01:30:00,26.63,28.37
2020-08-03 01:45:00,26.70,28.47
2020-08-03 02:00:00,26.75,28.67
2020-08-03 02:15:00,26.75,28.74
2020-08-03 02:30:00,26.78,28.80
2020-08-03 02:45:00,26.82,28.78
2020-08-03 03:00:00,27.15,29.01
2020-08-03 03:15:00,26.85,28.56
2020-08-03 03:30:00,27.23,28.95
2020-08-03 03:45:00,27.11,28.82
2020-08-03 04:00:00,27.03,28.88
2020-08-03 04:15:00,27.12,28.97
2020-08-03 04:30:00,27.13,29.26
2020-08-03 04:45:00,27.18,29.20
2020-08-03 05:00:00,27.18,29.41
2020-08-03 05:15:00,27.08,28.88
2020-08-03 05:30:00,26.93,28.42
2020-08-03 05:45:00,26.79,28.08
2020-08-03 06:00:00,26.86,28.35
2020-08-03 06:15:00,26.85,28.44
2020-08-03 06:30:00,26.93,28.95
2020-08-03 06:45:00,26.66,28.00
2020-08-03 07:00:00,26.70,28.25
2020-08-03 07:15:00,26.71,28.26
2020-08-03 07:30:00,26.50,27.78
2020-08-03 07:45:00,26.57,27.83
2020-08-03 08:00:00,26.61,27.70
2020-08-03 08:15:00,26.57,27.51
2020-08-03 08:30:00,26.59,27.50
2020-08-03 08:45:00,26.56,27.25
2020-08-03 09:00:00,26.68,27.30
2020-08-03 09:15:00,26.74,27.45
2020-08-03 09:30:00,26.62,27.16
2020-08-03 09:45:00,26.60,27.09
2020-08-03 10:00:00,26.60,27.11
2020-08-03 10:15:00,26.63,26.77
2020-08-03 10:30:00,26.57,26.72
2020-08-03 10:45:00,26.73,27.15
2020-08-03 11:00:00,26.79,27.27
2020-08-03 11:15:00,26.89,27.51
2020-08-03 11:30:00,26.96,27.84
2020-08-03 11:45:00,27.04,28.02
2020-08-03 12:00:00,27.14,27.87
2020-08-03 12:15:00,27.15,27.54
2020-08-03 12:30:00,27.18,27.35
2020-08-03 12:45:00,27.18,26.54
2020-08-03 13:00:00,27.23,26.20
2020-08-03 13:15:00,27.33,25.95
2020-08-03 13:30:00,27.46,26.13
2020-08-03 13:45:00,27.56,25.74
2020-08-03 14:00:00,27.56,25.67
2020-08-03 14:15:00,27.62,25.68
2020-08-03 14:30:00,27.66,25.83
2020-08-03 14:45:00,27.61,25.87
2020-08-03 15:00:00,27.62,25.89
2020-08-03 15:15:00,27.70,26.14
