HST: Hawaii Standard Time (UTC -10:00),Water Temperature (degC),Salinity (PSU)
2020-08-03 15:30:00,27.85,26.29
2020-08-03 15:45:00,28.03,26.28
2020-08-03 16:00:00,27.83,26.06
2020-08-03 16:15:00,27.83,26.14
2020-08-03 16:30:00,27.86,26.54
2020-08-03 16:45:00,27.85,26.53
2020-08-03 17:00:00,27.87,26.75
2020-08-03 17:15:00,27.81,26.83
2020-08-03 17:30:00,27.76,26.85
2020-08-03 17:45:00,27.77,26.92
2020-08-03 18:00:00,28.00,26.24
2020-08-03 18:15:00,27.75,27.00
2020-08-03 18:30:00,27.88,27.40
2020-08-03 18:45:00,27.76,27.43
2020-08-03 19:00:00,27.73,27.10
2020-08-03 19:15:00,27.73,27.08
2020-08-03 19:30:00,27.74,27.01
2020-08-03 19:45:00,27.73,25.37
2020-08-03 20:00:00,27.71,26.82
2020-08-03 20:15:00,27.69,26.79
2020-08-03 20:30:00,27.56,27.54
2020-08-03 20:45:00,27.43,27.33
2020-08-03 21:00:00,27.50,26.72
2020-08-03 21:15:00,27.61,26.55
2020-08-03 21:30:00,27.55,26.95
2020-08-03 21:45:00,27.50,26.72
2020-08-03 22:00:00,27.16,25.98
2020-08-03 22:15:00,27.42,26.42
2020-08-03 22:30:00,27.35,26.83
2020-08-03 22:45:00,27.31,26.96
2020-08-03 23:00:00,27.33,27.25
2020-08-03 23:15:00,27.41,27.61
2020-08-03 23:30:00,27.32,27.11
2020-08-03 23:45:00,27.35,27.52
2020-08-04 00:00:00,27.16,26.86
2020-08-04 00:15:00,27.19,27.06
2020-08-04 00:30:00,27.17,27.41
2020-08-04 00:45:00,27.13,27.70
2020-08-04 01:00:00,27.05,27.87
2020-08-04 01:15:00,27.02,27.92
2020-08-04 01:30:00,27.05,27.93
2020-08-04 01:45:00,27.25,28.71
2020-08-04 02:00:00,26.84,27.38
2020-08-04 02:15:00,26.84,27.31
2020-08-04 02:30:00,27.18,28.38
2020-08-04 02:45:00,27.27,28.47
2020-08-04 03:00:00,27.36,28.68
2020-08-04 03:15:00,27.34,28.52
2020-08-04 03:30:00,27.19,28.36
2020-08-04 03:45:00,27.09,27.94
2020-08-04 04:00:00,27.05,27.11
2020-08-04 04:15:00,27.06,27.15
2020-08-04 04:30:00,27.06,27.37
2020-08-04 04:45:00,27.04,27.72
2020-08-04 05:00:00,27.08,28.08
2020-08-04 05:15:00,27.04,27.72
2020-08-04 05:30:00,27.11,27.76
2020-08-04 05:45:00,26.87,27.95
2020-08-04 06:00:00,26.78,28.12
2020-08-04 06:15:00,27.05,28.76
2020-08-04 06:30:00,27.06,29.09
2020-08-04 06:45:00,26.95,28.97
2020-08-04 07:00:00,26.99,29.16
2020-08-04 07:15:00,26.98,29.11
2020-08-04 07:30:00,27.04,29.30
2020-08-04 07:45:00,27.14,29.45
2020-08-04 08:00:00,27.13,29.67
2020-08-04 08:15:00,27.28,29.94
2020-08-04 08:30:00,27.28,29.97
2020-08-04 08:45:00,27.24,29.90
2020-08-04 09:00:00,27.25,29.95
2020-08-04 09:15:00,27.29,29.93
2020-08-04 09:30:00,27.28,29.84
2020-08-04 09:45:00,27.32,29.78
2020-08-04 10:00:00,27.32,29.64
2020-08-04 10:15:00,27.33,29.25
2020-08-04 10:30:00,27.42,29.18
2020-08-04 10:45:00,27.37,28.38
2020-08-04 11:00:00,27.44,28.64
2020-08-04 11:15:00,27.47,28.86
2020-08-04 11:30:00,27.41,28.45
2020-08-04 11:45:00,27.45,28.54
2020-08-04 12:00:00,27.43,28.42
2020-08-04 12:15:00,27.41,28.28
2020-08-04 12:30:00,27.25,27.72
2020-08-04 12:45:00,26.95,26.61
2020-08-04 13:00:00,26.79,26.11
2020-08-04 13:15:00,26.81,26.17
2020-08-04 13:30:00,26.71,25.84
2020-08-04 13:45:00,26.73,25.79
2020-08-04 14:00:00,26.74,25.74
2020-08-04 14:15:00,26.73,25.65
2020-08-04 14:30:00,26.75,25.80
2020-08-04 14:45:00,26.77,25.85
2020-08-04 15:00:00,26.85,26.18
2020-08-04 15:15:00,26.89,26.38
2020-08-04 15:30:00,26.89,26.37
2020-08-04 15:45:00,26.93,26.52
2020-08-04 16:00:00,26.93,26.58
2020-08-04 16:15:00,26.97,26.71
2020-08-04 16:30:00,26.95,26.86
2020-08-04 16:45:00,27.00,27.04
2020-08-04 17:00:00,27.01,27.20
2020-08-04 17:15:00,26.99,27.28
2020-08-04 17:30:00,26.86,27.11
2020-08-04 17:45:00,26.71,26.78
2020-08-04 18:00:00,26.88,27.15
2020-08-04 18:15:00,27.03,27.41
2020-08-04 18:30:00,27.04,27.45
2020-08-04 18:45:00,27.03,27.42
2020-08-04 19:00:00,26.59,26.29
2020-08-04 19:15:00,26.72,26.22
2020-08-04 19:30:00,26.42,25.01
2020-08-04 19:45:00,26.59,25.98
2020-08-04 20:00:00,26.64,26.06
2020-08-04 20:15:00,26.65,26.14
2020-08-04 20:30:00,26.66,26.09
2020-08-04 20:45:00,26.59,25.80
2020-08-04 21:00:00,26.60,25.97
2020-08-04 21:15:00,26.59,26.10
2020-08-04 21:30:00,26.64,26.37
2020-08-04 21:45:00,26.59,26.59
2020-08-04 22:00:00,26.68,26.84
2020-08-04 22:15:00,26.40,26.93
2020-08-04 22:30:00,26.43,27.09
2020-08-04 22:45:00,26.47,27.13
2020-08-04 23:00:00,26.40,27.04
2020-08-04 23:15:00,26.39,26.66
2020-08-04 23:30:00,26.47,26.98
2020-08-04 23:45:00,26.47,27.00
2020-08-05 00:00:00,26.52,26.79
2020-08-05 00:15:00,26.57,27.27
2020-08-05 00:30:00,26.58,27.61
2020-08-05 00:45:00,26.64,27.46
2020-08-05 01:00:00,26.67,28.11
2020-08-05 01:15:00,26.77,27.96
2020-08-05 01:30:00,26.91,28.28
2020-08-05 01:45:00,27.02,28.47
2020-08-05 02:00:00,26.99,28.06
2020-08-05 02:15:00,26.85,27.29
2020-08-05 02:30:00,27.01,27.92
2020-08-05 02:45:00,27.02,27.81
2020-08-05 03:00:00,27.08,28.07
2020-08-05 03:15:00,27.02,27.76
2020-08-05 03:30:00,27.12,28.50
2020-08-05 03:45:00,27.09,28.07
2020-08-05 04:00:00,27.07,28.03
2020-08-05 04:15:00,27.11,28.10
2020-08-05 04:30:00,26.26,26.19
2020-08-05 04:45:00,26.99,28.44
2020-08-05 05:00:00,26.98,28.31
2020-08-05 05:15:00,26.91,28.66
2020-08-05 05:30:00,26.89,28.57
2020-08-05 05:45:00,26.74,28.36
2020-08-05 06:00:00,26.52,27.84
2020-08-05 06:15:00,26.54,27.96
2020-08-05 06:30:00,26.39,27.76
2020-08-05 06:45:00,26.53,27.47
2020-08-05 07:00:00,26.58,27.89
2020-08-05 07:15:00,26.64,27.70
2020-08-05 07:30:00,26.60,27.49
2020-08-05 07:45:00,26.80,28.41
2020-08-05 08:00:00,26.76,28.16
2020-08-05 08:15:00,26.76,28.22
2020-08-05 08:30:00,26.68,28.13
2020-08-05 08:45:00,26.59,27.51
2020-08-05 09:00:00,26.62,27.75
2020-08-05 09:15:00,26.70,28.09
2020-08-05 09:30:00,26.74,28.07
2020-08-05 09:45:00,26.75,28.10
2020-08-05 10:00:00,26.67,27.74
2020-08-05 10:15:00,26.68,27.73
2020-08-05 10:30:00,26.75,28.01
2020-08-05 10:45:00,26.83,28.20
2020-08-05 11:00:00,26.87,28.27
2020-08-05 11:15:00,27.02,29.45
2020-08-05 11:30:00,27.02,29.23
2020-08-05 11:45:00,27.11,29.59
2020-08-05 12:00:00,27.14,29.78
2020-08-05 12:15:00,27.08,30.16
2020-08-05 12:30:00,27.25,30.41
2020-08-05 12:45:00,27.11,29.99
2020-08-05 13:00:00,27.15,29.88
2020-08-05 13:15:00,27.31,29.77
2020-08-05 13:30:00,27.48,29.35
2020-08-05 13:45:00,27.37,29.32
2020-08-05 14:00:00,27.35,28.61
2020-08-05 14:15:00,27.39,28.48
2020-08-05 14:30:00,27.35,28.15
2020-08-05 14:45:00,27.42,27.57
2020-08-05 15:00:00,27.40,27.10
2020-08-05 15:15:00,27.31,26.69
2020-08-05 15:30:00,27.32,26.52
2020-08-05 15:45:00,27.35,26.53
2020-08-05 16:00:00,27.40,26.75
2020-08-05 16:15:00,27.41,26.86
2020-08-05 16:30:00,27.42,26.96
2020-08-05 16:45:00,27.38,26.96
2020-08-05 17:00:00,27.40,27.06
2020-08-05 17:15:00,27.40,27.02
2020-08-05 17:30:00,27.42,27.15
2020-08-05 17:45:00,27.40,27.15
2020-08-05 18:00:00,27.15,26.91
2020-08-05 18:15:00,27.14,26.94
2020-08-05 18:30:00,27.26,27.05
2020-08-05 18:45:00,27.28,26.83
2020-08-05 19:00:00,27.42,27.07
2020-08-05 19:15:00,27.29,26.76
2020-08-05 19:30:00,27.41,26.89
2020-08-05 19:45:00,27.46,26.78
2020-08-05 20:00:00,27.38,26.65
2020-08-05 20:15:00,27.38,26.40
2020-08-05 20:30:00,27.44,26.62
2020-08-05 20:45:00,27.39,26.64
2020-08-05 21:00:00,27.35,27.09
2020-08-05 21:15:00,27.33,27.32
2020-08-05 21:30:00,27.23,27.15
2020-08-05 21:45:00,27.27,27.27
2020-08-05 22:00:00,27.38,28.13
2020-08-05 22:15:00,27.31,27.62
2020-08-05 22:30:00,27.40,28.88
2020-08-05 22:45:00,27.40,29.78
2020-08-05 23:00:00,27.35,29.71
2020-08-05 23:15:00,27.13,29.50
2020-08-05 23:30:00,27.20,28.99
2020-08-05 23:45:00,27.16,29.28
2020-08-06 00:00:00,27.07,29.22
2020-08-06 00:15:00,27.05,29.22
2020-08-06 00:30:00,26.97,29.04
2020-08-06 00:45:00,26.94,29.02
2020-08-06 01:00:00,26.93,29.15
2020-08-06 01:15:00,27.03,29.55
2020-08-06 01:30:00,27.02,29.62
2020-08-06 01:45:00,26.90,29.37
2020-08-06 02:00:00,26.85,29.35
2020-08-06 02:15:00,26.80,29.32
2020-08-06 02:30:00,26.87,29.82
2020-08-06 02:45:00,26.91,29.72
2020-08-06 03:00:00,26.94,29.90
2020-08-06 03:15:00,26.73,29.40
2020-08-06 03:30:00,26.64,29.34
2020-08-06 03:45:00,26.46,29.28
2020-08-06 04:00:00,26.50,29.37
2020-08-06 04:15:00,26.63,29.73
2020-08-06 04:30:00,26.64,29.54
2020-08-06 04:45:00,26.61,29.52
2020-08-06 05:00:00,26.43,28.77
2020-08-06 05:15:00,26.53,28.93
2020-08-06 05:30:00,26.48,27.87
2020-08-06 05:45:00,26.53,28.84
2020-08-06 06:00:00,26.56,29.43
2020-08-06 06:15:00,26.57,29.46
2020-08-06 06:30:00,26.55,28.21
2020-08-06 06:45:00,26.59,28.80
2020-08-06 07:00:00,26.53,28.32
2020-08-06 07:15:00,26.57,27.55
2020-08-06 07:30:00,26.67,28.16
2020-08-06 07:45:00,26.82,28.27
2020-08-06 08:00:00,26.74,28.61
2020-08-06 08:15:00,26.77,28.69
2020-08-06 08:30:00,26.74,28.72
2020-08-06 08:45:00,26.82,28.21
2020-08-06 09:00:00,26.79,28.74
2020-08-06 09:15:00,26.80,29.03
2020-08-06 09:30:00,26.79,29.35
2020-08-06 09:45:00,26.81,29.17
2020-08-06 10:00:00,26.84,28.87
2020-08-06 10:15:00,26.87,28.74
2020-08-06 10:30:00,26.90,28.89
2020-08-06 10:45:00,26.91,28.92
2020-08-06 11:00:00,26.89,28.91
2020-08-06 11:15:00,26.86,28.21
2020-08-06 11:30:00,26.77,27.53
2020-08-06 11:45:00,26.71,27.36
2020-08-06 12:00:00,26.74,27.83
2020-08-06 12:15:00,26.66,26.45
2020-08-06 12:30:00,26.72,26.63
2020-08-06 12:45:00,26.71,26.14
2020-08-06 13:00:00,26.80,26.67
2020-08-06 13:15:00,26.87,27.29
2020-08-06 13:30:00,26.96,27.65
2020-08-06 13:45:00,26.86,28.06
2020-08-06 14:00:00,26.90,26.92
2020-08-06 14:15:00,26.90,27.21
2020-08-06 14:30:00,26.91,27.24
2020-08-06 14:45:00,26.91,26.01
2020-08-06 15:00:00,26.84,25.97
2020-08-06 15:15:00,26.72,25.22
2020-08-06 15:30:00,26.71,25.55
2020-08-06 15:45:00,26.68,25.48
2020-08-06 16:00:00,26.80,26.55
2020-08-06 16:15:00,26.80,26.61
2020-08-06 16:30:00,26.85,27.16
2020-08-06 16:45:00,26.81,26.41
2020-08-06 17:00:00,26.80,26.27
2020-08-06 17:15:00,26.83,26.22
2020-08-06 17:30:00,26.86,26.44
2020-08-06 17:45:00,26.74,25.98
2020-08-06 18:00:00,26.98,27.08
2020-08-06 18:15:00,27.01,27.95
2020-08-06 18:30:00,26.95,26.93
2020-08-06 18:45:00,26.98,28.24
2020-08-06 19:00:00,27.00,28.83
2020-08-06 19:15:00,26.94,28.31
2020-08-06 19:30:00,26.95,29.11
2020-08-06 19:45:00,26.92,28.89
2020-08-06 20:00:00,26.89,28.89
2020-08-06 20:15:00,26.89,27.47
2020-08-06 20:30:00,26.86,27.70
2020-08-06 20:45:00,26.87,28.25
2020-08-06 21:00:00,26.84,28.69
2020-08-06 21:15:00,26.84,28.42
2020-08-06 21:30:00,26.67,27.72
2020-08-06 21:45:00,26.80,29.03
2020-08-06 22:00:00,26.59,27.15
2020-08-06 22:15:00,26.67,27.05
2020-08-06 22:30:00,26.41,25.73
2020-08-06 22:45:00,26.32,25.16
2020-08-06 23:00:00,26.28,24.88
2020-08-06 23:15:00,26.37,25.43
2020-08-06 23:30:00,26.17,24.31
2020-08-06 23:45:00,26.36,25.69
2020-08-07 00:00:00,26.35,25.85
2020-08-07 00:15:00,26.42,27.36
2020-08-07 00:30:00,26.41,27.45
2020-08-07 00:45:00,26.36,27.58
2020-08-07 01:00:00,26.32,27.46
2020-08-07 01:15:00,26.28,27.28
2020-08-07 01:30:00,26.25,27.36
2020-08-07 01:45:00,26.26,26.80
2020-08-07 02:00:00,26.24,26.08
2020-08-07 02:15:00,26.20,25.86
2020-08-07 02:30:00,26.09,25.59
2020-08-07 02:45:00,26.13,25.85
2020-08-07 03:00:00,26.15,25.98
2020-08-07 03:15:00,26.15,26.04
2020-08-07 03:30:00,26.17,26.32
2020-08-07 03:45:00,26.21,26.54
2020-08-07 04:00:00,26.23,26.42
2020-08-07 04:15:00,26.25,26.71
2020-08-07 04:30:00,26.27,27.42
2020-08-07 04:45:00,26.31,27.39
2020-08-07 05:00:00,26.35,28.33
2020-08-07 05:15:00,26.38,28.14
2020-08-07 05:30:00,26.37,28.05
2020-08-07 05:45:00,26.33,28.24
2020-08-07 06:00:00,26.28,27.35
2020-08-07 06:15:00,26.28,27.93
2020-08-07 06:30:00,26.25,27.34
2020-08-07 06:45:00,26.21,26.85
2020-08-07 07:00:00,26.31,26.88
2020-08-07 07:15:00,26.11,25.80
2020-08-07 07:30:00,26.12,25.58
2020-08-07 07:45:00,26.22,26.07
2020-08-07 08:00:00,26.19,25.71
2020-08-07 08:15:00,26.29,26.27
2020-08-07 08:30:00,26.26,25.98
2020-08-07 08:45:00,26.18,25.70
2020-08-07 09:00:00,26.16,25.53
2020-08-07 09:15:00,26.10,25.25
2020-08-07 09:30:00,26.12,25.39
2020-08-07 09:45:00,26.16,25.61
2020-08-07 10:00:00,26.24,25.86
2020-08-07 10:15:00,26.08,24.96
2020-08-07 10:30:00,26.11,24.75
2020-08-07 10:45:00,26.18,25.23
2020-08-07 11:00:00,26.17,25.01
2020-08-07 11:15:00,26.40,26.44
2020-08-07 11:30:00,26.33,25.60
2020-08-07 11:45:00,26.53,27.14
2020-08-07 12:00:00,26.49,25.87
2020-08-07 12:15:00,26.62,26.29
2020-08-07 12:30:00,26.60,26.62
2020-08-07 12:45:00,26.64,26.59
2020-08-07 13:00:00,26.62,26.05
2020-08-07 13:15:00,26.68,25.74
2020-08-07 13:30:00,26.73,25.15
2020-08-07 13:45:00,26.87,26.77
2020-08-07 14:00:00,26.97,26.46
2020-08-07 14:15:00,27.10,26.49
2020-08-07 14:30:00,27.24,25.78
2020-08-07 14:45:00,27.25,24.94
2020-08-07 15:00:00,27.31,23.83
2020-08-07 15:15:00,27.44,24.15
2020-08-07 15:30:00,27.53,23.89
2020-08-07 15:45:00,27.54,24.04
2020-08-07 16:00:00,27.54,24.40
2020-08-07 16:15:00,27.50,24.09
2020-08-07 16:30:00,27.51,24.05
2020-08-07 16:45:00,27.55,23.97
2020-08-07 17:00:00,27.54,24.20
2020-08-07 17:15:00,27.55,24.22
2020-08-07 17:30:00,27.58,24.17
2020-08-07 17:45:00,27.60,24.34
2020-08-07 18:00:00,27.60,24.28
2020-08-07 18:15:00,27.60,24.22
2020-08-07 18:30:00,27.60,24.52
2020-08-07 18:45:00,27.59,24.46
2020-08-07 19:00:00,27.61,24.75
2020-08-07 19:15:00,27.59,25.05
2020-08-07 19:30:00,27.40,23.50
2020-08-07 19:45:00,27.54,24.80
2020-08-07 20:00:00,27.57,24.86
2020-08-07 20:15:00,27.63,25.05
2020-08-07 20:30:00,27.62,25.28
2020-08-07 20:45:00,27.62,25.41
2020-08-07 21:00:00,27.57,26.22
2020-08-07 21:15:00,27.62,26.07
2020-08-07 21:30:00,27.51,26.81
2020-08-07 21:45:00,27.43,27.00
2020-08-07 22:00:00,27.52,25.91
2020-08-07 22:15:00,27.37,28.07
2020-08-07 22:30:00,27.39,28.00
2020-08-07 22:45:00,27.45,26.82
2020-08-07 23:00:00,27.38,27.21
2020-08-07 23:15:00,27.28,27.02
2020-08-07 23:30:00,27.31,26.77
2020-08-07 23:45:00,27.32,26.74
2020-08-08 00:00:00,27.35,26.74
2020-08-08 00:15:00,27.41,25.69
2020-08-08 00:30:00,27.40,25.43
2020-08-08 00:45:00,27.46,25.50
2020-08-08 01:00:00,27.35,26.11
2020-08-08 01:15:00,27.28,26.26
2020-08-08 01:30:00,27.19,26.96
2020-08-08 01:45:00,27.13,26.78
2020-08-08 02:00:00,26.98,26.07
2020-08-08 02:15:00,26.74,26.16
2020-08-08 02:30:00,26.76,26.04
2020-08-08 02:45:00,26.66,25.65
2020-08-08 03:00:00,26.67,25.39
2020-08-08 03:15:00,26.64,25.31
2020-08-08 03:30:00,26.58,24.97
2020-08-08 03:45:00,26.59,25.14
2020-08-08 04:00:00,26.43,24.70
2020-08-08 04:15:00,26.59,26.00
2020-08-08 04:30:00,26.64,26.72
2020-08-08 04:45:00,26.67,26.12
2020-08-08 05:00:00,26.60,26.23
2020-08-08 05:15:00,26.66,26.58
2020-08-08 05:30:00,26.71,26.57
2020-08-08 05:45:00,26.65,26.35
2020-08-08 06:00:00,26.68,26.77
2020-08-08 06:15:00,26.71,26.90
2020-08-08 06:30:00,26.77,27.22
2020-08-08 06:45:00,26.82,27.48
2020-08-08 07:00:00,26.92,27.56
2020-08-08 07:15:00,26.59,27.34
2020-08-08 07:30:00,26.80,27.61
2020-08-08 07:45:00,26.85,27.81
2020-08-08 08:00:00,26.88,27.77
2020-08-08 08:15:00,26.97,27.27
2020-08-08 08:30:00,26.49,25.73
2020-08-08 08:45:00,26.72,26.12
2020-08-08 09:00:00,26.61,25.96
2020-08-08 09:15:00,26.39,24.71
2020-08-08 09:30:00,26.37,24.44
2020-08-08 09:45:00,26.53,25.48
2020-08-08 10:00:00,26.69,25.96
2020-08-08 10:15:00,26.60,25.30
2020-08-08 10:30:00,26.71,25.77
2020-08-08 10:45:00,26.71,26.01
2020-08-08 11:00:00,26.63,25.27
2020-08-08 11:15:00,26.69,25.47
2020-08-08 11:30:00,26.66,25.14
2020-08-08 11:45:00,26.66,25.01
2020-08-08 12:00:00,26.66,25.01
2020-08-08 12:15:00,26.70,25.09
2020-08-08 12:30:00,26.79,25.18
2020-08-08 12:45:00,26.82,23.78
2020-08-08 13:00:00,26.81,23.58
2020-08-08 13:15:00,26.75,23.74
2020-08-08 13:30:00,26.76,23.66
2020-08-08 13:45:00,26.75,23.40
2020-08-08 14:00:00,26.85,24.52
2020-08-08 14:15:00,26.74,23.83
2020-08-08 14:30:00,26.76,24.00
2020-08-08 14:45:00,26.92,24.89
2020-08-08 15:00:00,26.93,24.82
2020-08-08 15:15:00,26.99,25.36
2020-08-08 15:30:00,27.03,25.83
2020-08-08 15:45:00,27.05,26.76
2020-08-08 16:00:00,26.99,26.40
2020-08-08 16:15:00,27.04,27.22
2020-08-08 16:30:00,27.02,26.87
2020-08-08 16:45:00,26.99,26.96
2020-08-08 17:00:00,27.07,27.62
2020-08-08 17:15:00,27.10,27.67
2020-08-08 17:30:00,26.96,25.54
2020-08-08 17:45:00,26.91,24.86
2020-08-08 18:00:00,26.89,25.15
2020-08-08 18:15:00,26.89,24.08
2020-08-08 18:30:00,26.88,23.58
2020-08-08 18:45:00,26.91,25.11
2020-08-08 19:00:00,26.94,26.24
2020-08-08 19:15:00,26.94,26.07
2020-08-08 19:30:00,26.87,26.61
2020-08-08 19:45:00,26.87,25.22
2020-08-08 20:00:00,26.85,25.04
2020-08-08 20:15:00,26.92,27.69
2020-08-08 20:30:00,26.91,27.69
2020-08-08 20:45:00,26.92,27.60
2020-08-08 21:00:00,26.91,27.92
2020-08-08 21:15:00,26.92,28.07
2020-08-08 21:30:00,26.99,28.48
2020-08-08 21:45:00,27.05,28.82
2020-08-08 22:00:00,27.01,28.69
2020-08-08 22:15:00,27.08,28.72
2020-08-08 22:30:00,27.20,28.98
2020-08-08 22:45:00,27.15,28.84
2020-08-08 23:00:00,26.52,24.05
2020-08-08 23:15:00,26.86,27.60
2020-08-08 23:30:00,26.94,28.54
2020-08-08 23:45:00,26.94,28.13
2020-08-09 00:00:00,26.94,27.90
2020-08-09 00:15:00,26.57,25.06
2020-08-09 00:30:00,26.81,26.70
2020-08-09 00:45:00,27.11,28.13
2020-08-09 01:00:00,27.02,27.49
2020-08-09 01:15:00,27.16,28.33
2020-08-09 01:30:00,27.16,28.34
2020-08-09 01:45:00,27.00,28.06
2020-08-09 02:00:00,26.80,28.02
2020-08-09 02:15:00,26.77,27.80
2020-08-09 02:30:00,26.68,27.74
2020-08-09 02:45:00,26.79,27.86
2020-08-09 03:00:00,26.88,28.04
2020-08-09 03:15:00,26.65,27.99
2020-08-09 03:30:00,26.59,27.90
2020-08-09 03:45:00,26.32,26.80
2020-08-09 04:00:00,26.20,26.32
2020-08-09 04:15:00,26.55,27.33
2020-08-09 04:30:00,26.60,27.59
2020-08-09 04:45:00,26.63,28.00
2020-08-09 05:00:00,26.75,27.87
2020-08-09 05:15:00,27.02,27.73
2020-08-09 05:30:00,27.06,27.57
2020-08-09 05:45:00,26.84,28.09
2020-08-09 06:00:00,27.16,28.15
2020-08-09 06:15:00,26.85,27.58
2020-08-09 06:30:00,26.60,27.32
2020-08-09 06:45:00,26.50,26.99
2020-08-09 07:00:00,26.92,27.79
2020-08-09 07:15:00,26.36,26.93
2020-08-09 07:30:00,26.70,28.14
2020-08-09 07:45:00,26.32,26.45
2020-08-09 08:00:00,26.75,27.44
2020-08-09 08:15:00,26.27,25.69
2020-08-09 08:30:00,26.45,26.05
2020-08-09 08:45:00,26.55,25.95
2020-08-09 09:00:00,26.82,26.68
2020-08-09 09:15:00,27.11,28.08
2020-08-09 09:30:00,27.27,28.96
2020-08-09 09:45:00,27.24,28.58
2020-08-09 10:00:00,27.17,28.31
2020-08-09 10:15:00,27.07,27.87
2020-08-09 10:30:00,26.96,27.09
2020-08-09 10:45:00,26.91,26.57
2020-08-09 11:00:00,26.54,25.32
2020-08-09 11:15:00,26.17,24.07
2020-08-09 11:30:00,26.25,24.17
2020-08-09 11:45:00,26.37,25.40
2020-08-09 12:00:00,26.40,24.63
2020-08-09 12:15:00,26.46,24.29
2020-08-09 12:30:00,26.54,25.24
2020-08-09 12:45:00,26.84,26.97
2020-08-09 13:00:00,26.97,27.44
2020-08-09 13:15:00,27.02,27.08
2020-08-09 13:30:00,26.90,25.91
2020-08-09 13:45:00,26.90,26.45
2020-08-09 14:00:00,27.16,28.45
2020-08-09 14:15:00,27.02,26.76
2020-08-09 14:30:00,26.92,24.55
2020-08-09 14:45:00,27.09,24.35
2020-08-09 15:00:00,27.08,24.51
2020-08-09 15:15:00,27.14,24.54
